MNIST,0.01,1.0,0.013910514302551746,0.004318936262279749,0.10173304378986359,0.28092506527900696,0.9834
MNIST,0.01,1.0,0.011857940815389156,0.004544838797301054,0.09532411396503448,0.27682098746299744,0.9829
MNIST,0.01,1.0,0.011502476409077644,0.0043716952204704285,0.09543043375015259,0.26198798418045044,0.9808
MNIST,0.01,1.0,0.012223927304148674,0.0037414191756397486,0.1070370227098465,0.277138888835907,0.9837
MNIST,0.01,1.0,0.012375454418361187,0.0038691041991114616,0.0751715898513794,0.2896152436733246,0.9815
MNIST,0.01,1.0,0.014082038775086403,0.004915553145110607,0.10905464738607407,0.25561949610710144,0.9812
MNIST,0.01,1.0,0.012029238976538181,0.006022282876074314,0.09746209532022476,0.2852935492992401,0.9803
MNIST,0.01,1.0,0.011987742967903614,0.0038279187865555286,0.09249697625637054,0.2515091896057129,0.9841
MNIST,0.01,1.0,0.013191823847591877,0.004978439770638943,0.10503420233726501,0.28747957944869995,0.9848
MNIST,0.01,1.0,0.012929153628647327,0.00381647702306509,0.09408452361822128,0.2627721428871155,0.9841
