bostonHousing,0.0001,0.01,0.04597087949514389,0.14205940067768097,0.2331976741552353,0.29049259424209595,-2.5239386009245655,3.84023711099393
bostonHousing,0.0001,0.1,0.035394713282585144,0.03987788408994675,0.04678694158792496,0.0908735916018486,-2.3357089004540073,3.1962274320607706
bostonHousing,0.0001,1.0,0.038799069821834564,0.034084513783454895,0.03775286674499512,0.06281838566064835,-2.524864392121544,3.159320976103446
bostonHousing,0.0001,2.0,0.0298900343477726,0.030502814799547195,0.03688684478402138,0.06422936916351318,-2.381087725242233,2.7796624196613484
bostonHousing,0.0001,10,0.03995947539806366,0.03323337435722351,0.039534781128168106,0.06831439584493637,-2.415115501149682,3.185208602679233
bostonHousing,0.001,0.01,0.050434138625860214,0.15715588629245758,0.23978450894355774,0.32081660628318787,-2.5627562519992213,3.4346578162911996
bostonHousing,0.001,0.1,0.033091071993112564,0.03613836690783501,0.041567206382751465,0.09873233735561371,-2.3250841591171003,3.0580325109098263
bostonHousing,0.001,1.0,0.040309056639671326,0.034503061324357986,0.038913171738386154,0.06872401386499405,-2.313965743396028,3.0658314881446627
bostonHousing,0.001,2.0,0.03285855054855347,0.034402478486299515,0.03544674068689346,0.062375616282224655,-2.4270226493265525,3.40652060323549
bostonHousing,0.001,10,0.03141389414668083,0.03461569920182228,0.03678464516997337,0.06053776666522026,-2.4763693035180703,3.1702954890069486
bostonHousing,0.01,0.01,0.04047539085149765,0.13665007054805756,0.22065845131874084,0.3274708390235901,-2.515230902653123,3.1518600001941626
bostonHousing,0.01,0.1,0.03987662494182587,0.036495886743068695,0.045352108776569366,0.08353932201862335,-2.3814326773680103,3.0698688517980117
bostonHousing,0.01,1.0,0.030383160337805748,0.034296322613954544,0.03799212723970413,0.061440810561180115,-2.3110362970780844,2.946453584593755
bostonHousing,0.01,2.0,0.03075929544866085,0.03455174341797829,0.03630811348557472,0.07640136033296585,-2.4515857598505395,3.110408933310678
bostonHousing,0.01,10,0.03381161019206047,0.03485085815191269,0.038960520178079605,0.07473643124103546,-2.479080492793691,3.495821882203598
bostonHousing,0.1,0.01,0.04091084003448486,0.12995648384094238,0.21736086905002594,0.30268728733062744,-2.413884802412731,2.8470559408971545
