bostonHousing,-0.1638662964105606,4.473757115783561
concrete,0.14900276064872742,4.837647801705093
energy,2.1114988327026367,0.41845690915932127
kin8nm,-0.08904207497835159,0.071082732469806
power-plant,0.4005553424358368,4.194549166929945
wine-quality-red,-1.5507550239562988,0.6333032612395424
yacht,1.5366793870925903,0.6129170628331237
naval-propulsion-plant,2.3588664531707764,0.0008043595548270471
protein-tertiary-structure,-0.6582456231117249,4.076733927039467
bostonHousing,-4.810175418853759,3.281568211985125
concrete,-0.8975383125245571,4.615584624880763
energy,1.4001107916235924,0.48548599857213587
bostonHousing,-1.1067738026380536,5.674444058832152
concrete,-1.342358082532883,15.239125535819765
energy,-0.8038586288690568,4.59299456259655
kin8nm,-1.435321992635727,0.2673568069450511
power-plant,-1.4211884438991547,17.09965870250069
wine-quality-red,-1.430182337760925,0.8141340557522168
yacht,-1.0243414670228959,10.879722538335121
naval-propulsion-plant,-1.4214526712894437,0.007516676354654715
bostonHousing,1.0,1.0,0.06726165115833282,0.07693877071142197,0.08997353166341782,0.13114267587661743,-0.5461236923933029,3.8703895092010496
